IDADE;RENDA_ANUAL;MORADIA;TEMPO_DE_SERVICO;MOTIVO_EMPRESTIMO;SCORE_CREDITO;VALOR_EMPRESTIMO;TAXA_DE_JUROS;SITUACAO_INADIMPLENCIA;COMPROMETIMENTO_DA_RENDA;HISTORICO_DE_INADIMPLENCIA;HISTORICO_DE_CREDITO
24;28500;alugada;3;quitacao_debitos;B;2500;11.36;0;0.09;n;4
33;54000;hipoteca;7;empreendimento;C;7500;13.22;0;0.14;n;10
22;80000;hipoteca;5;empreendimento;B;9500;11.71;0;0.12;n;3
31;30000;alugada;0;educacao;D;6600;16.49;1;0.22;s;8
21;30000;alugada;2;saude;A;4150;6.76;0;0.14;n;3
31;48996;hipoteca;0;reforma;D;8500;14.11;1;0.17;s;9
22;25062;propria;4;quitacao_debitos;D;4000;16.49;0;0.16;s;2
26;58000;alugada;10;educacao;C;9600;13.99;0;0.17;s;4
37;25000;alugada;0;empreendimento;D;2775;15.65;1;0.11;s;14
31;135000;hipoteca;9;empreendimento;A;10000;7.14;0;0.07;n;6
32;110888;hipoteca;0;reforma;B;10400;9.91;0;0.09;n;7
24;64000;hipoteca;8;educacao;A;5000;7.88;1;0.08;n;4
26;90000;hipoteca;0;educacao;B;6000;9.91;0;0.07;n;3
24;72100;hipoteca;2;educacao;B;16000;10.25;0;0.22;n;4
22;48000;alugada;0;quitacao_debitos;C;14400;13.49;0;0.3;s;2
25;110000;hipoteca;7;educacao;A;8000;7.14;0;0.07;n;4
39;60000;hipoteca;1;educacao;C;17000;14.65;0;0.28;s;14
26;48000;alugada;2;educacao;B;25000;9.64;1;0.52;n;4
28;48000;alugada;5;quitacao_debitos;B;15000;11.99;1;0.31;n;10
36;31000;alugada;3;empreendimento;A;7100;8.9;0;0.23;n;12
22;96000;hipoteca;3;educacao;C;11400;13.04;0;0.12;s;2
21;40000;alugada;3;educacao;D;7000;14.46;0;0.17;n;3
25;56950;alugada;9;saude;C;5000;13.92;1;0.07;n;4
21;41900;alugada;2;empreendimento;C;16000;12.84;1;0.38;s;2
29;101000;propria;6;reforma;B;12000;12.18;0;0.12;n;8
23;42000;alugada;4;uso_pessoal;A;10000;5.42;0;0.24;n;3
26;65000;hipoteca;11;empreendimento;A;12000;7.9;0;0.18;n;2
24;111239;hipoteca;1;educacao;A;14000;7.9;0;0.13;n;4
30;43000;alugada;1;saude;A;3200;8.0;0;0.07;n;5
21;68004;hipoteca;5;quitacao_debitos;B;16000;11.26;0;0.24;n;3
25;25000;alugada;5;saude;B;9000;11.49;1;0.36;n;2
36;40000;propria;4;empreendimento;B;14000;10.99;0;0.35;n;16
24;55000;hipoteca;8;saude;B;15000;9.91;0;0.27;n;3
21;52000;hipoteca;5;quitacao_debitos;A;13250;5.99;0;0.25;n;2
29;50000;propria;3;saude;B;4200;9.91;0;0.08;n;6
27;12000;propria;0;educacao;D;8125;14.42;1;0.68;s;5
29;35000;alugada;12;quitacao_debitos;A;1800;5.42;0;0.05;n;7
38;104800;hipoteca;6;reforma;A;14000;6.03;0;0.13;n;11
29;32997;alugada;7;quitacao_debitos;A;10000;5.79;0;0.3;n;7
24;33996;alugada;2;educacao;D;5000;14.96;1;0.15;s;4
22;24000;propria;1;empreendimento;A;8000;7.51;0;0.33;n;3
23;45000;alugada;1;quitacao_debitos;C;2000;13.49;0;0.04;n;2
31;60000;hipoteca;5;saude;A;7200;6.03;0;0.12;n;8
29;90000;hipoteca;14;reforma;B;15000;11.11;0;0.17;n;9
23;95004;alugada;2;educacao;A;5000;9.63;0;0.05;n;4
35;27996;alugada;14;saude;B;8500;11.58;0;0.3;n;8
30;28800;alugada;1;quitacao_debitos;C;8000;12.73;0;0.28;n;10
22;45000;alugada;3;empreendimento;B;5000;12.42;0;0.11;n;2
31;52000;alugada;4;empreendimento;B;10000;11.83;0;0.19;n;7
28;115000;hipoteca;11;reforma;A;5000;7.51;0;0.04;n;8
23;34000;alugada;0;saude;A;1000;7.37;0;0.03;n;4
25;42000;alugada;2;saude;B;6600;10.65;0;0.16;n;4
23;95000;hipoteca;7;educacao;B;14400;11.83;0;0.15;n;3
24;54000;propria;8;uso_pessoal;B;10000;10.99;0;0.19;n;3
33;45600;alugada;0;quitacao_debitos;A;11200;5.79;0;0.25;n;8
23;65000;hipoteca;7;educacao;A;10000;7.49;0;0.15;n;2
28;61000;alugada;9;uso_pessoal;B;25000;9.91;1;0.41;n;7
34;50725;alugada;1;uso_pessoal;C;5400;13.16;0;0.11;s;9
23;74000;alugada;3;saude;B;25000;10.36;1;0.34;n;2
31;65000;hipoteca;4;quitacao_debitos;B;20000;11.71;0;0.31;n;9
23;34000;alugada;7;educacao;B;10000;10.36;1;0.29;n;4
22;24449;propria;2;empreendimento;B;1800;11.89;0;0.07;n;4
33;108000;alugada;11;empreendimento;B;3000;11.36;0;0.03;n;5
36;46000;alugada;2;quitacao_debitos;C;10000;12.53;0;0.22;n;14
35;50000;alugada;4;uso_pessoal;B;7000;11.49;0;0.14;n;9
26;31104;alugada;1;quitacao_debitos;B;4000;9.99;0;0.13;n;3
22;60000;propria;7;empreendimento;D;15000;16.49;0;0.25;s;2
25;95000;alugada;4;empreendimento;B;15000;12.42;0;0.16;n;2
22;76296;hipoteca;6;empreendimento;A;18000;7.88;0;0.24;n;3
31;100000;hipoteca;6;reforma;C;13000;12.61;0;0.13;n;7
25;43000;alugada;2;empreendimento;A;7800;7.14;0;0.18;n;3
25;58020;alugada;9;uso_pessoal;A;2000;6.91;0;0.03;n;4
27;68000;alugada;4;reforma;A;8700;7.88;0;0.13;n;5
35;30000;alugada;0;educacao;A;6475;5.42;0;0.22;n;7
26;40000;alugada;1;uso_pessoal;B;12000;11.58;0;0.3;n;2
23;50000;alugada;4;quitacao_debitos;B;6000;11.49;0;0.12;n;3
25;61440;alugada;9;empreendimento;B;8000;10.36;0;0.13;n;4
22;29000;alugada;2;educacao;B;10500;9.99;1;0.36;n;3
25;44000;hipoteca;4;saude;D;5550;14.11;1;0.13;s;4
23;50000;hipoteca;3;uso_pessoal;B;10000;10.99;0;0.2;n;3
26;108000;hipoteca;4;uso_pessoal;A;9000;5.79;0;0.08;n;2
23;70000;hipoteca;5;educacao;B;20000;12.21;0;0.29;n;4
25;80140;hipoteca;4;quitacao_debitos;B;11300;10.37;0;0.14;n;2
28;34000;alugada;1;empreendimento;B;4800;11.49;0;0.14;n;7
22;78413;hipoteca;6;educacao;B;17500;10.65;0;0.22;n;2
21;24000;hipoteca;0;empreendimento;A;3000;7.9;0;0.13;n;4
27;22800;hipoteca;11;saude;B;2500;10.99;0;0.11;n;10
26;31200;alugada;8;uso_pessoal;A;5000;8.63;0;0.16;n;2
38;65000;hipoteca;7;saude;C;10000;13.49;0;0.15;n;12
39;65000;hipoteca;3;educacao;D;6000;15.62;0;0.09;s;14
22;84000;hipoteca;3;educacao;A;8000;7.88;0;0.1;n;4
25;45000;alugada;9;quitacao_debitos;B;12000;9.62;0;0.27;n;3
24;25000;alugada;0;reforma;B;8500;12.21;1;0.34;n;2
29;24960;alugada;13;empreendimento;A;4000;5.42;0;0.16;n;6
22;81600;hipoteca;6;uso_pessoal;A;1300;6.39;0;0.02;n;3
25;90000;hipoteca;7;quitacao_debitos;A;6000;7.14;0;0.07;n;3
27;44640;alugada;0;saude;B;12800;11.83;0;0.29;n;9
24;85000;hipoteca;8;educacao;B;20000;11.11;0;0.24;n;4
26;93492;alugada;0;quitacao_debitos;B;20000;9.45;0;0.21;n;4
26;87000;hipoteca;9;quitacao_debitos;C;25000;12.73;0;0.29;n;2
22;54000;alugada;4;quitacao_debitos;C;9000;15.96;0;0.17;s;3
22;43000;alugada;1;empreendimento;D;7500;14.96;1;0.17;n;3
24;78000;hipoteca;8;quitacao_debitos;A;3600;5.42;0;0.05;n;4
22;73000;hipoteca;6;educacao;B;7000;10.59;0;0.1;n;2
24;65000;hipoteca;6;uso_pessoal;B;11000;11.49;0;0.17;n;2
23;35500;alugada;2;reforma;D;9000;15.99;1;0.25;s;2
22;104000;alugada;3;saude;C;15900;13.49;0;0.15;n;2
22;64312;hipoteca;4;empreendimento;D;5000;14.91;0;0.08;s;4
23;20664;alugada;4;educacao;C;4550;13.72;0;0.22;s;3
29;60000;alugada;13;reforma;D;17000;14.96;0;0.28;n;8
28;31200;alugada;3;quitacao_debitos;A;3600;6.39;0;0.12;n;7
30;36000;hipoteca;14;reforma;B;7000;10.65;0;0.19;n;5
34;60000;alugada;1;educacao;B;10000;9.62;0;0.17;n;9
24;45000;alugada;1;quitacao_debitos;B;3000;9.99;0;0.07;n;4
22;30000;alugada;0;saude;A;7000;8.9;0;0.23;n;4
26;47000;alugada;0;reforma;D;25000;15.28;1;0.53;s;2
28;72000;hipoteca;9;reforma;B;18000;11.89;0;0.25;n;8
22;90000;hipoteca;6;quitacao_debitos;A;16000;6.03;0;0.18;n;3
33;62400;alugada;4;educacao;B;15000;11.99;0;0.24;n;8
34;89000;alugada;3;reforma;D;35000;18.25;1;0.39;n;8
30;75000;alugada;2;saude;C;6000;12.68;0;0.08;n;8
30;100000;alugada;13;quitacao_debitos;A;12000;7.88;0;0.12;n;9
31;28800;alugada;0;uso_pessoal;C;6200;12.23;0;0.22;n;9
27;91800;hipoteca;4;saude;D;25000;16.07;1;0.23;n;9
22;88200;hipoteca;6;quitacao_debitos;A;21000;6.17;0;0.24;n;2
25;60000;hipoteca;6;empreendimento;D;8400;16.89;0;0.14;n;3
22;56368;hipoteca;5;educacao;C;6000;12.99;0;0.11;n;2
23;30188;alugada;3;uso_pessoal;C;8000;14.65;0;0.27;n;2
23;32000;alugada;0;saude;C;8500;13.16;0;0.27;s;4
39;48000;alugada;3;saude;C;8400;12.53;0;0.17;s;17
22;35000;alugada;4;uso_pessoal;C;5000;13.23;0;0.14;n;2
23;17688;alugada;0;quitacao_debitos;B;1700;11.11;0;0.1;n;3
23;105000;hipoteca;3;saude;B;20000;11.48;0;0.19;n;2
31;111000;hipoteca;3;uso_pessoal;A;5150;6.62;0;0.05;n;7
25;54000;hipoteca;9;quitacao_debitos;B;12000;12.53;1;0.22;n;4
23;52800;alugada;3;educacao;A;4500;6.76;0;0.09;n;4
25;42000;alugada;2;educacao;A;12000;7.9;0;0.29;n;4
37;44000;alugada;0;uso_pessoal;B;1700;10.59;1;0.04;n;17
25;44000;alugada;1;educacao;A;2800;6.92;0;0.06;n;3
23;60000;alugada;1;educacao;C;11000;14.22;0;0.18;n;4
27;120000;hipoteca;2;empreendimento;B;16000;12.21;0;0.13;n;5
26;28800;alugada;10;saude;B;15000;10.0;1;0.52;n;3
23;34320;alugada;5;quitacao_debitos;F;7000;18.3;1;0.2;s;3
23;44000;alugada;7;saude;C;9800;13.11;1;0.22;n;2
26;85000;hipoteca;0;empreendimento;B;20000;10.37;0;0.24;n;2
28;13500;propria;0;empreendimento;A;6700;9.63;1;0.5;n;8
24;36000;hipoteca;3;saude;C;8000;13.61;0;0.22;n;2
31;86000;alugada;0;uso_pessoal;A;2000;5.99;0;0.02;n;5
28;130000;hipoteca;2;reforma;D;12000;13.55;0;0.09;s;8
23;74758;hipoteca;3;quitacao_debitos;B;11050;10.37;0;0.15;n;3
39;29280;propria;0;empreendimento;A;1800;7.37;0;0.06;n;11
26;72000;hipoteca;1;reforma;D;10500;15.28;0;0.15;s;2
27;35004;alugada;7;saude;B;5000;10.75;0;0.14;n;8
28;70910;alugada;8;saude;E;3000;17.44;1;0.04;s;5
26;28800;propria;8;educacao;A;6000;8.9;0;0.21;n;3
28;24000;alugada;4;empreendimento;A;3000;9.32;0;0.13;n;6
37;63000;alugada;1;educacao;A;14900;9.63;0;0.24;n;17
28;65000;alugada;2;reforma;C;7200;13.98;0;0.11;s;5
32;85000;alugada;5;saude;B;12800;10.75;0;0.15;n;7
30;71400;alugada;0;reforma;C;9600;12.61;0;0.13;n;6
35;64500;hipoteca;7;saude;C;4500;12.53;0;0.07;n;9
25;26000;alugada;4;saude;C;8000;12.87;1;0.31;s;3
31;110000;hipoteca;4;quitacao_debitos;B;6000;11.99;0;0.05;n;7
26;120000;alugada;3;reforma;A;5000;7.68;0;0.04;n;2
21;35000;alugada;5;saude;A;9000;8.94;0;0.26;n;3
23;51000;alugada;1;saude;A;7000;6.99;0;0.14;n;3
23;20800;alugada;0;quitacao_debitos;B;3000;11.46;0;0.14;n;4
37;14400;alugada;2;uso_pessoal;A;6950;7.66;1;0.48;n;13
25;49000;propria;4;empreendimento;A;2500;6.76;0;0.05;n;3
28;42000;alugada;5;uso_pessoal;B;4800;12.42;0;0.11;n;9
22;22292;alugada;5;quitacao_debitos;D;3500;16.49;1;0.16;n;3
24;36000;alugada;1;uso_pessoal;B;8000;12.12;1;0.22;n;4
23;65000;alugada;6;uso_pessoal;A;8000;9.32;0;0.12;n;3
24;87550;hipoteca;5;educacao;B;3600;11.86;0;0.04;n;4
27;39000;alugada;4;quitacao_debitos;B;7200;10.65;1;0.18;n;5
24;32304;alugada;8;saude;B;1500;9.91;1;0.05;n;3
36;52000;hipoteca;8;quitacao_debitos;B;2275;11.86;0;0.04;n;12
26;87500;outro;3;empreendimento;D;7500;15.05;0;0.09;s;2
25;36000;hipoteca;0;saude;A;5600;7.49;0;0.16;n;4
23;36000;alugada;0;educacao;C;3000;12.29;1;0.08;n;2
27;33600;alugada;1;saude;C;3000;13.49;0;0.09;s;9
24;35000;alugada;0;uso_pessoal;B;4200;10.37;0;0.12;n;4
22;128165;alugada;6;quitacao_debitos;A;14000;8.94;0;0.11;n;3
25;50000;alugada;2;saude;E;7000;15.57;1;0.14;n;3
31;18000;alugada;6;educacao;C;4000;12.84;1;0.22;n;5
27;62900;hipoteca;1;saude;B;8000;11.46;1;0.11;n;8
23;35000;alugada;5;uso_pessoal;A;5000;6.99;0;0.14;n;2
22;41000;alugada;3;quitacao_debitos;C;15000;12.73;1;0.37;n;3
23;60000;alugada;3;uso_pessoal;B;17000;11.11;0;0.28;n;2
24;110000;alugada;8;empreendimento;A;3000;7.88;0;0.03;n;2
22;44582;alugada;6;reforma;A;4000;5.99;1;0.09;n;4
25;75000;hipoteca;9;quitacao_debitos;C;8500;13.22;0;0.11;n;4
35;40000;alugada;6;quitacao_debitos;C;5100;13.72;0;0.13;s;5
34;28500;alugada;0;educacao;B;9175;12.69;1;0.32;n;5
29;21996;alugada;4;quitacao_debitos;C;2500;13.11;1;0.11;s;8
22;57000;hipoteca;1;empreendimento;A;3200;5.99;0;0.06;n;4
21;50400;alugada;4;empreendimento;D;8000;15.62;0;0.16;s;2
29;39000;hipoteca;12;uso_pessoal;A;16000;5.99;0;0.41;n;8
25;56004;alugada;3;uso_pessoal;C;7000;14.22;0;0.12;n;4
28;48000;alugada;1;empreendimento;B;2650;11.26;0;0.06;n;6
22;71000;alugada;6;educacao;A;1500;6.99;0;0.02;n;3
28;15000;propria;2;uso_pessoal;B;4375;12.42;1;0.29;n;9
21;120000;alugada;2;quitacao_debitos;B;10000;11.71;0;0.08;n;3
26;74400;hipoteca;10;quitacao_debitos;A;15000;6.54;0;0.2;n;4
36;30996;alugada;2;uso_pessoal;C;5500;12.53;0;0.18;s;15
24;70000;alugada;0;saude;A;10000;7.29;0;0.14;n;3
28;90000;hipoteca;12;reforma;C;5000;14.79;0;0.06;s;8
32;44004;alugada;2;quitacao_debitos;F;5000;18.25;1;0.11;n;5
21;40000;alugada;5;educacao;B;1500;12.18;0;0.04;n;4
25;70000;alugada;1;empreendimento;A;5750;8.0;0;0.08;n;4
24;36396;alugada;8;quitacao_debitos;A;5000;6.03;0;0.14;n;3
30;9600;alugada;1;quitacao_debitos;C;1500;12.73;1;0.16;s;9
22;38004;propria;0;empreendimento;D;3000;12.92;0;0.08;s;3
24;56000;propria;8;educacao;B;2000;11.49;0;0.04;n;2
29;73000;alugada;7;quitacao_debitos;C;2500;14.35;0;0.03;s;8
26;70000;hipoteca;9;empreendimento;A;35000;7.9;0;0.5;n;2
30;65000;alugada;1;uso_pessoal;B;12000;11.49;0;0.18;n;7
26;45000;hipoteca;0;reforma;C;4000;13.92;0;0.09;n;2
26;65000;alugada;4;uso_pessoal;A;8000;6.92;0;0.12;n;4
26;59600;hipoteca;9;empreendimento;E;21000;16.45;1;0.35;n;2
23;54996;alugada;4;educacao;B;16700;10.37;0;0.3;n;3
21;39000;alugada;4;educacao;B;6000;10.38;0;0.15;n;3
24;50000;alugada;6;uso_pessoal;A;4000;7.66;0;0.08;n;4
24;39000;hipoteca;3;reforma;A;5600;5.42;0;0.14;n;4
21;30000;alugada;0;quitacao_debitos;A;1500;7.29;0;0.05;n;3
31;102000;hipoteca;5;educacao;A;4000;7.88;0;0.04;n;10
25;23712;alugada;9;saude;B;1000;11.49;0;0.04;n;2
29;69000;hipoteca;6;uso_pessoal;D;18000;12.61;0;0.26;n;9
25;52000;hipoteca;9;reforma;A;24500;6.17;0;0.47;n;3
23;72250;hipoteca;7;saude;D;35000;15.99;1;0.41;n;2
30;51000;hipoteca;4;uso_pessoal;B;2000;10.99;0;0.04;n;10
23;60000;alugada;7;quitacao_debitos;B;25000;10.25;1;0.42;n;2
39;92000;hipoteca;1;uso_pessoal;C;20000;14.79;0;0.22;n;16
22;72000;propria;6;empreendimento;B;16000;10.37;0;0.22;n;3
22;44004;hipoteca;3;educacao;D;9000;14.11;1;0.2;n;4
35;50000;hipoteca;0;educacao;C;5600;12.53;0;0.11;s;7
38;27600;alugada;3;saude;D;5000;14.59;1;0.18;s;16
23;72000;hipoteca;7;educacao;A;20000;7.49;0;0.28;n;2
27;84906;hipoteca;11;quitacao_debitos;A;4500;7.51;0;0.05;n;10
28;81120;alugada;0;uso_pessoal;A;8350;7.49;0;0.1;n;8
23;50000;hipoteca;5;empreendimento;A;3600;5.99;0;0.07;n;2
27;61200;hipoteca;3;saude;A;13000;8.49;1;0.18;n;10
28;46000;alugada;3;quitacao_debitos;E;9000;17.56;1;0.2;s;7
30;79820;alugada;4;educacao;C;14400;13.49;0;0.18;n;6
23;69996;alugada;8;educacao;B;13000;11.58;0;0.19;n;3
23;47000;hipoteca;8;empreendimento;A;7500;7.51;0;0.16;n;4
26;48000;alugada;3;empreendimento;A;4000;5.79;0;0.08;n;2
29;70000;alugada;2;uso_pessoal;A;4500;5.42;0;0.06;n;9
24;80000;propria;8;empreendimento;A;12000;7.49;0;0.15;n;3
36;52000;hipoteca;2;reforma;A;8000;7.51;0;0.15;n;14
23;54000;alugada;7;quitacao_debitos;B;8000;10.99;0;0.15;n;4
25;74000;hipoteca;5;reforma;D;10000;14.59;0;0.14;s;4
34;62900;hipoteca;11;saude;A;18000;8.94;1;0.24;n;5
25;35400;alugada;2;saude;A;2000;8.49;0;0.06;n;2
28;85000;hipoteca;2;educacao;A;15000;8.49;0;0.18;n;7
26;106000;hipoteca;9;educacao;D;10000;15.33;0;0.09;s;3
22;45996;alugada;2;educacao;A;8000;7.51;0;0.17;n;3
27;83000;hipoteca;11;educacao;A;3500;6.03;0;0.04;n;5
30;54000;alugada;1;educacao;E;16000;17.99;1;0.3;s;10
22;25000;alugada;0;quitacao_debitos;B;4000;10.36;0;0.16;n;2
35;38760;alugada;2;saude;F;8000;18.09;1;0.21;s;7
25;44966;alugada;3;saude;A;10025;5.42;0;0.22;n;4
23;48500;alugada;5;saude;A;3850;8.49;0;0.08;n;2
26;75000;alugada;0;saude;B;12000;10.38;0;0.16;n;3
27;35000;propria;2;reforma;B;6000;11.99;0;0.17;n;10
21;31680;alugada;5;empreendimento;C;15000;12.61;1;0.47;s;2
30;37400;hipoteca;6;saude;D;12700;17.27;1;0.34;n;5
27;44000;alugada;1;empreendimento;D;5000;16.89;1;0.11;s;10
23;52800;alugada;4;empreendimento;C;14000;14.27;0;0.27;n;3
25;39996;alugada;3;saude;A;5000;6.92;0;0.13;n;3
29;125000;hipoteca;6;empreendimento;B;3400;9.91;0;0.03;n;7
23;70000;alugada;1;empreendimento;C;3000;14.27;0;0.04;s;2
26;62000;hipoteca;10;empreendimento;C;10000;13.43;0;0.16;s;2
24;54000;alugada;5;empreendimento;C;21600;13.49;1;0.4;n;2
26;95400;hipoteca;8;uso_pessoal;C;5000;12.68;0;0.05;n;3
38;40000;alugada;4;educacao;B;18225;12.42;1;0.46;n;17
28;100000;alugada;1;educacao;A;10000;7.51;0;0.1;n;7
28;69000;alugada;1;empreendimento;D;12000;14.46;1;0.17;n;9
22;44000;alugada;2;empreendimento;D;10000;15.58;1;0.23;n;3
23;43500;alugada;2;uso_pessoal;C;10400;13.49;0;0.24;n;4
24;87504;propria;9;empreendimento;B;7000;8.88;0;0.08;n;3
22;26000;hipoteca;4;uso_pessoal;B;4000;9.25;0;0.15;n;2
28;56100;alugada;9;saude;D;20000;14.59;1;0.3;s;5
22;25000;alugada;3;educacao;B;3000;12.69;0;0.12;n;3
24;70000;alugada;0;saude;C;6425;13.72;0;0.09;n;2
32;39270;alugada;5;educacao;C;6800;12.99;0;0.17;s;7
24;90000;hipoteca;8;uso_pessoal;C;5000;11.34;0;0.06;s;4
25;38748;alugada;2;uso_pessoal;A;3000;7.29;0;0.08;n;3
26;57000;hipoteca;10;empreendimento;A;14000;5.42;0;0.25;n;4
25;72972;hipoteca;9;uso_pessoal;C;10000;12.99;0;0.14;n;3
33;58344;alugada;5;empreendimento;D;11975;16.29;0;0.21;s;9
22;42000;alugada;3;educacao;B;8500;12.53;0;0.2;n;4
26;75000;alugada;0;quitacao_debitos;A;7000;8.9;0;0.09;n;4
38;48000;hipoteca;1;uso_pessoal;A;18000;8.49;0;0.38;n;11
25;62000;alugada;9;quitacao_debitos;A;7000;7.49;0;0.11;n;4
23;112995;alugada;7;empreendimento;A;2500;7.37;0;0.02;n;3
23;43200;alugada;7;saude;C;5000;12.87;0;0.12;s;3
22;25000;hipoteca;0;reforma;B;3000;9.99;1;0.12;n;3
26;38400;alugada;0;saude;A;12000;5.99;1;0.31;n;2
22;36614;alugada;5;saude;B;7000;9.99;1;0.19;n;4
30;39750;hipoteca;3;reforma;B;1425;10.37;0;0.04;n;5
32;130000;hipoteca;0;uso_pessoal;A;12000;8.59;0;0.09;n;7
23;57000;propria;7;educacao;B;4200;10.51;0;0.07;n;3
24;50000;alugada;4;empreendimento;A;18000;7.9;1;0.36;n;4
22;26500;alugada;3;quitacao_debitos;A;1900;7.29;1;0.07;n;3
29;97000;alugada;4;empreendimento;B;25000;10.37;0;0.26;n;10
22;50000;alugada;4;educacao;A;9350;7.49;0;0.19;n;3
26;65000;alugada;1;empreendimento;A;3000;5.79;0;0.05;n;2
27;41000;hipoteca;3;uso_pessoal;A;10000;8.59;0;0.24;n;8
23;48000;propria;6;educacao;B;5000;10.08;0;0.1;n;4
36;55000;alugada;8;empreendimento;A;7500;8.9;0;0.14;n;13
27;125000;hipoteca;2;educacao;A;8000;6.76;0;0.06;n;10
24;74000;alugada;7;educacao;D;8000;15.62;0;0.11;s;2
24;35004;hipoteca;5;educacao;A;7000;5.42;0;0.2;n;3
25;108000;hipoteca;9;uso_pessoal;B;4800;12.42;0;0.04;n;4
22;57200;hipoteca;7;quitacao_debitos;A;7500;7.51;0;0.13;n;3
38;30000;alugada;5;empreendimento;C;5000;13.61;0;0.17;s;11
22;60000;alugada;0;educacao;B;15000;11.71;0;0.25;n;3
30;45063;alugada;7;saude;D;7500;15.05;1;0.17;n;6
23;39000;alugada;0;uso_pessoal;E;4800;17.99;1;0.12;n;4
24;33000;alugada;4;saude;D;4800;14.91;1;0.15;s;4
27;78000;hipoteca;6;empreendimento;D;15275;16.89;0;0.2;n;6
27;23004;alugada;6;educacao;F;3000;17.8;0;0.13;s;10
22;26004;alugada;5;saude;B;4800;10.99;0;0.18;n;4
30;40000;alugada;8;empreendimento;A;2500;5.79;0;0.06;n;8
29;45516;hipoteca;13;quitacao_debitos;C;6000;13.49;0;0.13;n;8
25;128500;hipoteca;1;reforma;C;15000;12.53;0;0.12;s;3
40;54000;alugada;7;uso_pessoal;B;12000;10.62;0;0.22;n;14
21;50000;alugada;5;educacao;C;1000;13.49;0;0.02;n;3
23;54000;hipoteca;2;saude;D;7500;15.58;1;0.14;n;2
24;80400;hipoteca;5;uso_pessoal;A;12000;5.79;0;0.15;n;2
23;89204;hipoteca;5;educacao;A;18000;7.9;0;0.2;n;4
21;17916;alugada;1;saude;A;3000;6.0;1;0.17;n;3
24;85000;alugada;0;saude;C;15000;13.11;0;0.18;n;3
22;50000;alugada;3;empreendimento;C;13000;12.23;0;0.26;n;3
23;25200;alugada;0;reforma;C;6000;13.23;1;0.24;s;4
23;48000;alugada;4;educacao;C;1600;13.98;0;0.03;n;3
30;100000;hipoteca;14;saude;B;15000;11.14;0;0.15;n;9
22;29654;alugada;3;educacao;C;7000;14.22;1;0.24;n;3
23;61000;propria;1;uso_pessoal;B;12000;11.71;0;0.2;n;2
28;140000;propria;12;empreendimento;D;18000;16.29;0;0.13;n;7
22;28800;propria;2;educacao;D;10000;16.49;0;0.35;s;2
35;59196;hipoteca;0;educacao;A;5000;8.0;0;0.08;n;5
26;48000;propria;10;empreendimento;B;15000;11.12;0;0.31;n;3
22;40058;hipoteca;5;empreendimento;B;6000;9.91;0;0.15;n;2
21;33000;alugada;0;reforma;C;2000;12.61;1;0.06;s;3
26;64212;hipoteca;5;uso_pessoal;C;9600;14.27;0;0.15;s;2
22;31200;hipoteca;2;quitacao_debitos;A;1050;7.51;1;0.03;n;4
26;116000;alugada;10;saude;B;19800;11.48;0;0.17;n;4
28;66560;alugada;4;uso_pessoal;B;4800;10.36;0;0.07;n;5
25;48074;alugada;4;educacao;C;12000;13.85;0;0.25;s;4
24;73000;alugada;5;saude;C;9600;13.92;0;0.13;s;3
